field1,field2,field3,field4,field5,field6,field7,field8
20/10/15,16:26,Internet,gebruik,(201,kB),Û,0
20/10/15,23:53,Internet,gebruik,(162,kB),Û,0
21/10/15,07:53,Internet,gebruik,(391,kB),Û,0
21/10/15,15:53,Internet,gebruik,(203,kB),Û,0
21/10/15,23:53,Internet,gebruik,(208,kB),Û,0
22/10/15,07:53,Internet,gebruik,(26,kB),Û,0
22/10/15,08:25,Internet,gebruik,(284,kB),Û,0
22/10/15,16:25,Internet,gebruik,(629,kB),Û,0
22/10/15,17:52,Internet,gebruik,(148,kB),Û,0
23/10/15,01:52,Internet,gebruik,(241,kB),Û,0
23/10/15,09:52,Internet,gebruik,(238,kB),Û,0
23/10/15,17:52,Internet,gebruik,(267,kB),Û,0
24/10/15,01:52,Internet,gebruik,(52,kB),Û,0
24/10/15,09:52,Internet,gebruik,(215,kB),Û,0
24/10/15,17:52,Internet,gebruik,(214,kB),Û,0
24/10/15,20:43,Internet,gebruik,(180,kB),Û,0
25/10/15,03:43,Internet,gebruik,(199,kB),Û,0
25/10/15,11:43,Internet,gebruik,(57138,kB),Û,0
25/10/15,19:43,Internet,gebruik,(340,kB),Û,0
26/10/15,03:43,Internet,gebruik,(341,kB),Û,0
26/10/15,11:43,Internet,gebruik,(33,kB),Û,0
26/10/15,12:48,Internet,gebruik,(514,kB),Û,0
26/10/15,20:48,Internet,gebruik,(220,kB),Û,0
27/10/15,04:48,Internet,gebruik,(156,kB),Û,0
27/10/15,10:32,Internet,gebruik,(54,kB),Û,0
27/10/15,13:12,Internet,gebruik,(2462,kB),Û,0
27/10/15,21:12,Internet,gebruik,(100,kB),Û,0
27/10/15,23:28,Internet,gebruik,(122,kB),Û,0
28/10/15,07:28,Internet,gebruik,(908,kB),Û,0
28/10/15,15:28,Internet,gebruik,(313,kB),Û,0
28/10/15,23:28,Internet,gebruik,(189,kB),Û,0
29/10/15,07:28,Internet,gebruik,(886,kB),Û,0
29/10/15,15:28,Internet,gebruik,(196,kB),Û,0
29/10/15,19:08,Internet,gebruik,(295,kB),Û,0
30/10/15,03:08,Internet,gebruik,(293,kB),Û,0
30/10/15,11:08,Internet,gebruik,(10703,kB),Û,0
30/10/15,19:08,Internet,gebruik,(210,kB),Û,0
31/10/15,03:08,Internet,gebruik,(274,kB),Û,0
31/10/15,11:08,Internet,gebruik,(127,kB),Û,0
31/10/15,11:08,Internet,gebruik,(385,kB),Û,0
31/10/15,19:08,Internet,gebruik,(33,kB),Û,0
31/10/15,19:08,Internet,gebruik,(5682,kB),Û,0.83
03/09/15,14:52,Gesprek,naar,062374XXXX,4.62963E-05,Û,0
03/09/15,15:04,Gesprek,naar,062374XXXX,0.002152778,Û,0
07/09/15,10:35,Gesprek,naar,062724XXXX,9.25926E-05,Û,0
07/09/15,11:07,Gesprek,naar,062374XXXX,0.001203704,Û,0
07/09/15,11:16,Gesprek,naar,062374XXXX,0.000486111,Û,0
07/09/15,12:53,Gesprek,naar,062374XXXX,0.000520833,Û,0
08/09/15,18:13,Gesprek,naar,062374XXXX,4.62963E-05,Û,0
10/09/15,18:58,Gesprek,naar,062374XXXX,0.000509259,Û,0
11/09/15,12:48,Gesprek,naar,062374XXXX,0.000127315,Û,0
11/09/15,18:46,Gesprek,naar,062374XXXX,0.000138889,Û,0
13/09/15,19:37,Gesprek,naar,062374XXXX,0.000613426,Û,0
14/09/15,09:19,Gesprek,naar,062374XXXX,0.000335648,Û,0
14/09/15,09:50,Gesprek,naar,062374XXXX,0.000625,Û,0
14/09/15,09:54,Gesprek,naar,062374XXXX,0.000902778,Û,0
14/09/15,15:21,Gesprek,naar,062374XXXX,0.000636574,Û,0
14/09/15,17:01,Gesprek,naar,062374XXXX,0.001574074,Û,0
14/09/15,18:29,Gesprek,naar,062374XXXX,0.000266204,Û,0
15/09/15,11:56,Gesprek,naar,062374XXXX,0.000358796,Û,0
15/09/15,17:12,Gesprek,naar,062374XXXX,0.000138889,Û,0
15/09/15,18:37,Gesprek,naar,062374XXXX,0.000439815,Û,0
15/09/15,18:50,Gesprek,naar,062374XXXX,0.000509259,Û,0
16/09/15,11:08,Gesprek,naar,062374XXXX,0.000219907,Û,0
16/09/15,15:22,Gesprek,naar,062374XXXX,0.000381944,Û,0
17/09/15,13:35,Gesprek,naar,062374XXXX,5.78704E-05,Û,0
17/09/15,13:36,Gesprek,naar,062374XXXX,3.47222E-05,Û,0
17/09/15,13:39,Gesprek,naar,062374XXXX,9.25926E-05,Û,0
17/09/15,13:51,Gesprek,naar,062374XXXX,0.000555556,Û,0
18/09/15,10:21,Gesprek,naar,644196718,0.000277778,Û,0
18/09/15,18:32,Gesprek,naar,062374XXXX,5.78704E-05,Û,0
19/09/15,08:50,Gesprek,naar,644196718,0.000266204,Û,0
19/09/15,09:11,Gesprek,naar,644196718,3.47222E-05,Û,0
19/09/15,09:12,Gesprek,naar,644196718,8.10185E-05,Û,0
19/09/15,14:45,Gesprek,naar,062374XXXX,0.000810185,Û,0
19/09/15,16:31,Gesprek,naar,062374XXXX,0.001550926,Û,0
19/09/15,17:02,Gesprek,naar,062374XXXX,0.000393519,Û,0
21/09/15,12:43,Gesprek,naar,062374XXXX,0.000983796,Û,0
22/09/15,10:18,Gesprek,naar,062374XXXX,0.000115741,Û,0
22/09/15,14:58,Gesprek,naar,644196718,0.000347222,Û,0
23/09/15,12:00,Gesprek,naar,062374XXXX,0.000833333,Û,0
27/09/15,19:58,Gesprek,naar,615442940,0.00037037,Û,0
29/09/15,16:58,Gesprek,naar,062374XXXX,0.000289352,Û,0
29/09/15,18:42,Gesprek,naar,631562787,0.000416667,Û,0
30/09/15,10:27,Gesprek,naar,062374XXXX,0.000115741,Û,0
27/09/15,17:31,Gesprek,naar,204973858,0.004375,Û,0
27/09/15,17:41,Gesprek,naar,206111120,0.001354167,Û,0
27/09/15,17:46,Gesprek,naar,204973858,0.001377315,Û,0
01/09/15,00:33,Internet,gebruik,(238,kB),Û,0
01/09/15,08:33,Internet,gebruik,(1053,kB),Û,0
01/09/15,16:33,Internet,gebruik,(623,kB),Û,0
02/09/15,00:33,Internet,gebruik,(182,kB),Û,0
02/09/15,08:33,Internet,gebruik,(1883,kB),Û,0
02/09/15,16:33,Internet,gebruik,(740,kB),Û,0
03/09/15,00:33,Internet,gebruik,(180,kB),Û,0
03/09/15,08:33,Internet,gebruik,(315,kB),Û,0
03/09/15,14:47,Internet,gebruik,(6804,kB),Û,0
03/09/15,16:00,Internet,gebruik,(141,kB),Û,0
03/09/15,18:16,Internet,gebruik,(356,kB),Û,0
04/09/15,02:16,Internet,gebruik,(238,kB),Û,0
04/09/15,10:16,Internet,gebruik,(128,kB),Û,0
04/09/15,12:13,Internet,gebruik,(83,kB),Û,0
04/09/15,13:22,Internet,gebruik,(2547,kB),Û,0
04/09/15,21:22,Internet,gebruik,(187,kB),Û,0
05/09/15,05:22,Internet,gebruik,(446,kB),Û,0
05/09/15,13:22,Internet,gebruik,(959,kB),Û,0
05/09/15,21:22,Internet,gebruik,(361,kB),Û,0
06/09/15,05:22,Internet,gebruik,(331,kB),Û,0
06/09/15,12:28,Internet,gebruik,(1103,kB),Û,0
06/09/15,20:28,Internet,gebruik,(297,kB),Û,0
07/09/15,04:28,Internet,gebruik,(3115,kB),Û,0
07/09/15,12:28,Internet,gebruik,(10,kB),Û,0
07/09/15,12:53,Internet,gebruik,(795,kB),Û,0
07/09/15,20:53,Internet,gebruik,(209,kB),Û,0
08/09/15,04:53,Internet,gebruik,(368,kB),Û,0
08/09/15,12:53,Internet,gebruik,(387,kB),Û,0
08/09/15,18:14,Internet,gebruik,(209,kB),Û,0
09/09/15,02:14,Internet,gebruik,(216,kB),Û,0
09/09/15,09:46,Internet,gebruik,(27263,kB),Û,0
09/09/15,16:54,Internet,gebruik,(825,kB),Û,0
09/09/15,19:27,Internet,gebruik,(477,kB),Û,0
10/09/15,03:27,Internet,gebruik,(300,kB),Û,0
10/09/15,11:27,Internet,gebruik,(268,kB),Û,0
10/09/15,14:51,Internet,gebruik,(9063,kB),Û,0
10/09/15,18:59,Internet,gebruik,(201,kB),Û,0
11/09/15,02:59,Internet,gebruik,(213,kB),Û,0
11/09/15,09:45,Internet,gebruik,(1015,kB),Û,0
11/09/15,12:48,Internet,gebruik,(1475,kB),Û,0
11/09/15,18:46,Internet,gebruik,(201,kB),Û,0
12/09/15,02:46,Internet,gebruik,(91,kB),Û,0
12/09/15,10:33,Internet,gebruik,(2423,kB),Û,0
12/09/15,18:33,Internet,gebruik,(3199,kB),Û,0
13/09/15,02:33,Internet,gebruik,(69,kB),Û,0
13/09/15,10:10,Internet,gebruik,(481,kB),Û,0
13/09/15,12:24,Internet,gebruik,(782,kB),Û,0
13/09/15,19:37,Internet,gebruik,(28,kB),Û,0
13/09/15,20:43,Internet,gebruik,(95,kB),Û,0
14/09/15,04:43,Internet,gebruik,(173,kB),Û,0
14/09/15,09:19,Internet,gebruik,(33,kB),Û,0
14/09/15,09:47,Internet,gebruik,(339,kB),Û,0
14/09/15,13:28,Internet,gebruik,(49,kB),Û,0
14/09/15,13:58,Internet,gebruik,(202,kB),Û,0
14/09/15,14:30,Internet,gebruik,(86,kB),Û,0
14/09/15,15:21,Internet,gebruik,(142,kB),Û,0
14/09/15,17:00,Internet,gebruik,(11,kB),Û,0
14/09/15,17:01,Internet,gebruik,(877,kB),Û,0
14/09/15,18:29,Internet,gebruik,(290,kB),Û,0
15/09/15,02:29,Internet,gebruik,(348,kB),Û,0
15/09/15,10:29,Internet,gebruik,(3,kB),Û,0
15/09/15,10:34,Internet,gebruik,(138,kB),Û,0
15/09/15,11:56,Internet,gebruik,(14,kB),Û,0
15/09/15,12:13,Internet,gebruik,(316,kB),Û,0
15/09/15,17:12,Internet,gebruik,(89,kB),Û,0
15/09/15,18:37,Internet,gebruik,(11,kB),Û,0
15/09/15,18:51,Internet,gebruik,(18,kB),Û,0
15/09/15,19:03,Internet,gebruik,(392,kB),Û,0
16/09/15,03:03,Internet,gebruik,(361,kB),Û,0
16/09/15,11:03,Internet,gebruik,(3,kB),Û,0
16/09/15,11:09,Internet,gebruik,(205,kB),Û,0
16/09/15,15:22,Internet,gebruik,(5065,kB),Û,0
16/09/15,23:22,Internet,gebruik,(179,kB),Û,0
17/09/15,07:22,Internet,gebruik,(44,kB),Û,0
17/09/15,08:22,Internet,gebruik,(25,kB),Û,0
17/09/15,09:01,Internet,gebruik,(65,kB),Û,0
17/09/15,10:44,Internet,gebruik,(37,kB),Û,0
17/09/15,11:14,Internet,gebruik,(12,kB),Û,0
17/09/15,11:48,Internet,gebruik,(71,kB),Û,0
17/09/15,13:35,Internet,gebruik,(8,kB),Û,0
17/09/15,13:36,Internet,gebruik,(8,kB),Û,0
17/09/15,13:39,Internet,gebruik,(7,kB),Û,0
17/09/15,13:51,Internet,gebruik,(21,kB),Û,0
17/09/15,14:45,Internet,gebruik,(50,kB),Û,0
17/09/15,16:35,Internet,gebruik,(29,kB),Û,0
17/09/15,17:58,Internet,gebruik,(322,kB),Û,0
18/09/15,01:58,Internet,gebruik,(409,kB),Û,0
18/09/15,09:58,Internet,gebruik,(1443,kB),Û,0
18/09/15,14:30,Internet,gebruik,(802,kB),Û,0
18/09/15,17:01,Internet,gebruik,(83,kB),Û,0
18/09/15,18:36,Internet,gebruik,(14,kB),Û,0
18/09/15,19:05,Internet,gebruik,(172,kB),Û,0
18/09/15,21:24,Internet,gebruik,(802,kB),Û,0
18/09/15,23:30,Internet,gebruik,(8065,kB),Û,0
19/09/15,07:30,Internet,gebruik,(2666,kB),Û,0
19/09/15,08:49,Internet,gebruik,(743,kB),Û,0
19/09/15,14:45,Internet,gebruik,(444,kB),Û,0
19/09/15,17:33,Internet,gebruik,(25837,kB),Û,0
20/09/15,01:33,Internet,gebruik,(19188,kB),Û,0
20/09/15,09:33,Internet,gebruik,(595,kB),Û,0
20/09/15,17:33,Internet,gebruik,(350,kB),Û,0
21/09/15,01:27,Internet,gebruik,(681,kB),Û,0
21/09/15,09:27,Internet,gebruik,(45,kB),Û,0
21/09/15,10:52,Internet,gebruik,(51,kB),Û,0
21/09/15,12:17,Internet,gebruik,(88,kB),Û,0
21/09/15,12:44,Internet,gebruik,(427,kB),Û,0
21/09/15,20:44,Internet,gebruik,(518,kB),Û,0
22/09/15,04:44,Internet,gebruik,(412,kB),Û,0
22/09/15,10:18,Internet,gebruik,(36,kB),Û,0
22/09/15,10:49,Internet,gebruik,(388,kB),Û,0
22/09/15,11:11,Internet,gebruik,(596,kB),Û,0
22/09/15,16:40,Internet,gebruik,(1011,kB),Û,0
23/09/15,00:40,Internet,gebruik,(181,kB),Û,0
23/09/15,08:40,Internet,gebruik,(142,kB),Û,0
23/09/15,12:00,Internet,gebruik,(5076,kB),Û,0
23/09/15,20:00,Internet,gebruik,(947,kB),Û,0
24/09/15,04:00,Internet,gebruik,(237,kB),Û,0
24/09/15,12:00,Internet,gebruik,(16,kB),Û,0
24/09/15,12:23,Internet,gebruik,(265,kB),Û,0
24/09/15,20:23,Internet,gebruik,(2575,kB),Û,0
24/09/15,23:46,Internet,gebruik,(4487,kB),Û,0
25/09/15,07:46,Internet,gebruik,(4713,kB),Û,0
25/09/15,12:23,Internet,gebruik,(29,kB),Û,0
25/09/15,12:40,Internet,gebruik,(6406,kB),Û,0
25/09/15,19:00,Internet,gebruik,(2097,kB),Û,0
25/09/15,22:59,Internet,gebruik,(26,kB),Û,0
25/09/15,23:28,Internet,gebruik,(11579,kB),Û,0
26/09/15,07:28,Internet,gebruik,(414,kB),Û,0
26/09/15,11:43,Internet,gebruik,(1110,kB),Û,0
26/09/15,19:43,Internet,gebruik,(598,kB),Û,0
27/09/15,03:43,Internet,gebruik,(3699,kB),Û,0
27/09/15,11:43,Internet,gebruik,(95,kB),Û,0
27/09/15,14:44,Internet,gebruik,(15,kB),Û,0
27/09/15,14:52,Internet,gebruik,(129,kB),Û,0
27/09/15,17:31,Internet,gebruik,(6,kB),Û,0
27/09/15,17:48,Internet,gebruik,(4,kB),Û,0
27/09/15,19:59,Internet,gebruik,(8190,kB),Û,0
27/09/15,22:33,Internet,gebruik,(960,kB),Û,0
28/09/15,06:33,Internet,gebruik,(926,kB),Û,0
28/09/15,14:06,Internet,gebruik,(305,kB),Û,0
28/09/15,22:06,Internet,gebruik,(139,kB),Û,0
29/09/15,06:06,Internet,gebruik,(181,kB),Û,0
29/09/15,14:06,Internet,gebruik,(141,kB),Û,0
29/09/15,16:58,Internet,gebruik,(21596,kB),Û,3.16
29/09/15,16:58,Internet,gebruik,(230,kB),Û,0
30/09/15,00:58,Internet,gebruik,(135,kB),Û,0.02
30/09/15,08:58,Internet,gebruik,(23,kB),Û,0
30/09/15,10:26,Internet,gebruik,(164,kB),Û,0.02
30/09/15,18:26,Internet,gebruik,(38,kB),Û,0
30/09/15,19:27,Internet,gebruik,(139,kB),Û,0.02
01/08/15,10:15,Gesprek,naar,062374XXXX,0.000578704,Û,0
04/08/15,14:48,Gesprek,naar,062374XXXX,0.000451389,Û,0
04/08/15,15:00,Gesprek,naar,062374XXXX,0.000324074,Û,0
04/08/15,16:28,Gesprek,naar,062374XXXX,0.000173611,Û,0
05/08/15,15:38,Gesprek,naar,062374XXXX,0.000300926,Û,0
07/08/15,16:57,Gesprek,naar,062374XXXX,0.000486111,Û,0
08/08/15,10:20,Gesprek,naar,062374XXXX,0.000324074,Û,0
09/08/15,10:36,Gesprek,naar,062374XXXX,6.94444E-05,Û,0
09/08/15,10:38,Gesprek,naar,062374XXXX,0.000150463,Û,0
10/08/15,14:53,Gesprek,naar,062374XXXX,3.47222E-05,Û,0
10/08/15,16:40,Gesprek,naar,062374XXXX,0.000416667,Û,0
11/08/15,14:24,Gesprek,naar,062374XXXX,9.25926E-05,Û,0
11/08/15,14:26,Gesprek,naar,062374XXXX,6.94444E-05,Û,0
11/08/15,14:31,Gesprek,naar,062374XXXX,9.25926E-05,Û,0
13/08/15,09:24,Gesprek,naar,062374XXXX,0.001828704,Û,0
13/08/15,11:46,Gesprek,naar,615422080,0.000775463,Û,0
13/08/15,15:26,Gesprek,naar,062374XXXX,0.001863426,Û,0
20/08/15,13:32,Gesprek,naar,615422080,0.000150463,Û,0
20/08/15,16:24,Gesprek,naar,062374XXXX,9.25926E-05,Û,0
23/08/15,19:27,Gesprek,naar,651161787,9.25926E-05,Û,0
24/08/15,14:32,Gesprek,naar,062374XXXX,0.001342593,Û,0
25/08/15,12:11,Gesprek,naar,062374XXXX,0.001388889,Û,0
26/08/15,15:46,Gesprek,naar,062374XXXX,4.62963E-05,Û,0
26/08/15,15:47,Gesprek,naar,062374XXXX,4.62963E-05,Û,0
27/08/15,09:15,Gesprek,naar,062374XXXX,4.62963E-05,Û,0
27/08/15,11:39,Gesprek,naar,062374XXXX,0.001099537,Û,0
27/08/15,14:53,Gesprek,naar,062374XXXX,0.000115741,Û,0
29/08/15,17:43,Gesprek,naar,642312472,0.00025463,Û,0
30/08/15,14:27,Gesprek,naar,062374XXXX,0.000497685,Û,0
01/08/15,05:34,Internet,gebruik,(308,kB),Û,0
01/08/15,10:04,Internet,gebruik,(60001,kB),Û,0
01/08/15,10:45,Internet,gebruik,(5605,kB),Û,0
01/08/15,10:56,Internet,gebruik,(9926,kB),Û,0
01/08/15,18:56,Internet,gebruik,(391,kB),Û,0
02/08/15,02:56,Internet,gebruik,(293,kB),Û,0
02/08/15,10:56,Internet,gebruik,(322,kB),Û,0
02/08/15,11:31,Internet,gebruik,(5105,kB),Û,0
02/08/15,17:58,Internet,gebruik,(310,kB),Û,0
03/08/15,01:58,Internet,gebruik,(458,kB),Û,0
03/08/15,09:58,Internet,gebruik,(7020,kB),Û,0
03/08/15,14:14,Internet,gebruik,(32758,kB),Û,0
03/08/15,22:14,Internet,gebruik,(2145,kB),Û,0
04/08/15,06:14,Internet,gebruik,(230,kB),Û,0
04/08/15,11:51,Internet,gebruik,(2,kB),Û,0
04/08/15,12:17,Internet,gebruik,(8,kB),Û,0
04/08/15,12:30,Internet,gebruik,(7476,kB),Û,0
04/08/15,20:30,Internet,gebruik,(231,kB),Û,0
05/08/15,04:30,Internet,gebruik,(278,kB),Û,0
05/08/15,12:30,Internet,gebruik,(99,kB),Û,0
05/08/15,13:38,Internet,gebruik,(2021,kB),Û,0
05/08/15,21:38,Internet,gebruik,(325,kB),Û,0
06/08/15,05:38,Internet,gebruik,(180,kB),Û,0
06/08/15,10:03,Internet,gebruik,(4765,kB),Û,0
06/08/15,18:03,Internet,gebruik,(650,kB),Û,0
07/08/15,02:03,Internet,gebruik,(1482,kB),Û,0
07/08/15,10:03,Internet,gebruik,(95,kB),Û,0
07/08/15,11:16,Internet,gebruik,(185,kB),Û,0
07/08/15,11:28,Internet,gebruik,(5087,kB),Û,0
07/08/15,19:28,Internet,gebruik,(638,kB),Û,0
08/08/15,03:28,Internet,gebruik,(527,kB),Û,0
08/08/15,11:21,Internet,gebruik,(144,kB),Û,0
08/08/15,13:38,Internet,gebruik,(1288,kB),Û,0
08/08/15,18:37,Internet,gebruik,(1154,kB),Û,0
09/08/15,02:37,Internet,gebruik,(193,kB),Û,0
09/08/15,10:38,Internet,gebruik,(1091,kB),Û,0
09/08/15,18:38,Internet,gebruik,(4371,kB),Û,0
10/08/15,02:38,Internet,gebruik,(342,kB),Û,0
10/08/15,10:38,Internet,gebruik,(184,kB),Û,0
10/08/15,14:02,Internet,gebruik,(450,kB),Û,0
10/08/15,14:53,Internet,gebruik,(463,kB),Û,0
10/08/15,16:40,Internet,gebruik,(465,kB),Û,0
10/08/15,19:51,Internet,gebruik,(401,kB),Û,0
11/08/15,03:51,Internet,gebruik,(229,kB),Û,0
11/08/15,08:30,Internet,gebruik,(343,kB),Û,0
11/08/15,14:11,Internet,gebruik,(55,kB),Û,0
11/08/15,14:32,Internet,gebruik,(68,kB),Û,0
11/08/15,15:31,Internet,gebruik,(333,kB),Û,0
11/08/15,23:31,Internet,gebruik,(140,kB),Û,0
12/08/15,07:31,Internet,gebruik,(333,kB),Û,0
12/08/15,15:31,Internet,gebruik,(513,kB),Û,0
12/08/15,23:31,Internet,gebruik,(300,kB),Û,0
13/08/15,07:31,Internet,gebruik,(143,kB),Û,0
13/08/15,09:27,Internet,gebruik,(91,kB),Û,0
13/08/15,11:21,Internet,gebruik,(18906,kB),Û,0
13/08/15,19:21,Internet,gebruik,(1480,kB),Û,0
14/08/15,03:21,Internet,gebruik,(215,kB),Û,0
14/08/15,11:21,Internet,gebruik,(67,kB),Û,0
14/08/15,14:33,Internet,gebruik,(1407,kB),Û,0
14/08/15,19:01,Internet,gebruik,(1585,kB),Û,0
15/08/15,03:01,Internet,gebruik,(52,kB),Û,0
15/08/15,09:09,Internet,gebruik,(2265,kB),Û,0
15/08/15,15:37,Internet,gebruik,(185,kB),Û,0
15/08/15,17:57,Internet,gebruik,(1058,kB),Û,0
16/08/15,01:57,Internet,gebruik,(145,kB),Û,0
16/08/15,09:57,Internet,gebruik,(2104,kB),Û,0
16/08/15,17:57,Internet,gebruik,(708,kB),Û,0
17/08/15,01:57,Internet,gebruik,(253,kB),Û,0
17/08/15,09:57,Internet,gebruik,(499,kB),Û,0
17/08/15,17:57,Internet,gebruik,(333,kB),Û,0
18/08/15,01:57,Internet,gebruik,(184,kB),Û,0
18/08/15,09:57,Internet,gebruik,(603,kB),Û,0
18/08/15,17:57,Internet,gebruik,(445,kB),Û,0
19/08/15,01:57,Internet,gebruik,(219,kB),Û,0
19/08/15,09:57,Internet,gebruik,(1106,kB),Û,0
19/08/15,17:57,Internet,gebruik,(235,kB),Û,0
20/08/15,01:57,Internet,gebruik,(201,kB),Û,0
20/08/15,09:57,Internet,gebruik,(94,kB),Û,0
20/08/15,10:54,Internet,gebruik,(426,kB),Û,0
20/08/15,13:32,Internet,gebruik,(1,kB),Û,0
20/08/15,13:33,Internet,gebruik,(431,kB),Û,0
20/08/15,16:24,Internet,gebruik,(297,kB),Û,0
21/08/15,00:24,Internet,gebruik,(201,kB),Û,0
21/08/15,08:24,Internet,gebruik,(292,kB),Û,0
21/08/15,14:25,Internet,gebruik,(6634,kB),Û,0
21/08/15,14:25,Internet,gebruik,(117,kB),Û,0.01
21/08/15,14:25,Internet,gebruik,(154,kB),Û,0
21/08/15,22:25,Internet,gebruik,(167,kB),Û,0.02
22/08/15,06:25,Internet,gebruik,(276,kB),Û,0.04
22/08/15,12:51,Internet,gebruik,(49,kB),Û,0.01
22/08/15,13:13,Internet,gebruik,(2273,kB),Û,0.34
22/08/15,21:13,Internet,gebruik,(637,kB),Û,0.1
23/08/15,05:13,Internet,gebruik,(317,kB),Û,0.05
23/08/15,12:47,Internet,gebruik,(677,kB),Û,0.1
23/08/15,19:26,Internet,gebruik,(236,kB),Û,0.04
24/08/15,03:26,Internet,gebruik,(49,kB),Û,0.01
24/08/15,08:23,Internet,gebruik,(8,kB),Û,0
24/08/15,08:38,Internet,gebruik,(83,kB),Û,0.01
24/08/15,10:51,Internet,gebruik,(250,kB),Û,0.04
24/08/15,14:34,Internet,gebruik,(34,kB),Û,0
24/08/15,15:03,Internet,gebruik,(1940,kB),Û,0.28
24/08/15,23:03,Internet,gebruik,(16,kB),Û,0
25/08/15,07:03,Internet,gebruik,(153,kB),Û,0.02
25/08/15,12:11,Internet,gebruik,(17,kB),Û,0
25/08/15,12:33,Internet,gebruik,(1,kB),Û,0
25/08/15,12:39,Internet,gebruik,(188,kB),Û,0.02
25/08/15,15:12,Internet,gebruik,(273,kB),Û,0.04
25/08/15,23:12,Internet,gebruik,(208,kB),Û,0.04
26/08/15,07:12,Internet,gebruik,(976,kB),Û,0.14
26/08/15,15:12,Internet,gebruik,(28,kB),Û,0
26/08/15,15:46,Internet,gebruik,(11,kB),Û,0
26/08/15,15:47,Internet,gebruik,(21,kB),Û,0
26/08/15,15:59,Internet,gebruik,(239,kB),Û,0.04
26/08/15,23:59,Internet,gebruik,(137,kB),Û,0.02
27/08/15,07:59,Internet,gebruik,(45,kB),Û,0.01
27/08/15,09:15,Internet,gebruik,(112,kB),Û,0.01
27/08/15,11:39,Internet,gebruik,(91,kB),Û,0.01
27/08/15,13:09,Internet,gebruik,(35,kB),Û,0
27/08/15,14:02,Internet,gebruik,(5226,kB),Û,0.76
27/08/15,14:58,Internet,gebruik,(46,kB),Û,0.01
27/08/15,15:01,Internet,gebruik,(372,kB),Û,0.06
27/08/15,23:01,Internet,gebruik,(148,kB),Û,0.02
28/08/15,07:01,Internet,gebruik,(321,kB),Û,0.05
28/08/15,15:12,Internet,gebruik,(179,kB),Û,0.02
28/08/15,15:33,Internet,gebruik,(2084,kB),Û,0.3
28/08/15,23:33,Internet,gebruik,(52,kB),Û,0.01
29/08/15,07:33,Internet,gebruik,(131,kB),Û,0.02
29/08/15,10:36,Internet,gebruik,(455,kB),Û,0.07
29/08/15,15:57,Internet,gebruik,(688,kB),Û,0.1
29/08/15,19:38,Internet,gebruik,(842,kB),Û,0.12
30/08/15,03:38,Internet,gebruik,(974,kB),Û,0.14
30/08/15,11:38,Internet,gebruik,(12964,kB),Û,1.9
30/08/15,15:31,Internet,gebruik,(734,kB),Û,0.11
30/08/15,23:31,Internet,gebruik,(275,kB),Û,0.04
31/08/15,07:31,Internet,gebruik,(52,kB),Û,0.01
31/08/15,08:33,Internet,gebruik,(423,kB),Û,0.06
31/08/15,16:33,Internet,gebruik,(367,kB),Û,0.05
01/07/15,08:42,Gesprek,naar,644196718,0.002337963,Û,0
01/07/15,17:23,Gesprek,naar,062374XXXX,0.002164352,Û,0
02/07/15,18:08,Gesprek,naar,644196718,0.000671296,Û,0
04/07/15,10:29,Gesprek,naar,062374XXXX,0.00056713,Û,0
06/07/15,16:10,Gesprek,naar,062374XXXX,0.000891204,Û,0
06/07/15,16:14,Gesprek,naar,062374XXXX,0.000162037,Û,0
09/07/15,09:42,Gesprek,naar,062374XXXX,0.004386574,Û,0
09/07/15,13:17,Gesprek,naar,062374XXXX,0.001087963,Û,0
09/07/15,13:30,Gesprek,naar,062374XXXX,0.003263889,Û,0
10/07/15,11:32,Gesprek,naar,615422080,0.00037037,Û,0
10/07/15,14:25,Gesprek,naar,062374XXXX,0.0009375,Û,0
10/07/15,15:24,Gesprek,naar,062374XXXX,5.78704E-05,Û,0
13/07/15,10:42,Gesprek,naar,062724XXXX,0.000185185,Û,0
13/07/15,13:36,Gesprek,naar,615422080,0.00099537,Û,0
13/07/15,16:08,Gesprek,naar,062374XXXX,4.62963E-05,Û,0
13/07/15,16:08,Gesprek,naar,062374XXXX,0.001458333,Û,0
15/07/15,00:20,Gesprek,naar,062374XXXX,5.78704E-05,Û,0
16/07/15,12:07,Gesprek,naar,062374XXXX,0.0003125,Û,0
16/07/15,12:08,Gesprek,naar,062374XXXX,0.00056713,Û,0
18/07/15,10:46,Gesprek,naar,062374XXXX,0.000601852,Û,0
18/07/15,16:32,Gesprek,naar,062374XXXX,0.000335648,Û,0
20/07/15,12:46,Gesprek,naar,062374XXXX,0.001030093,Û,0
20/07/15,12:48,Gesprek,naar,615422080,0.000659722,Û,0
20/07/15,12:49,Gesprek,naar,062374XXXX,4.62963E-05,Û,0
20/07/15,14:49,Gesprek,naar,062374XXXX,0.001215278,Û,0
21/07/15,15:18,Gesprek,naar,062374XXXX,0.001064815,Û,0
21/07/15,16:53,Gesprek,naar,062374XXXX,0.000324074,Û,0
23/07/15,11:37,Gesprek,naar,062374XXXX,3.47222E-05,Û,0
26/07/15,17:35,Gesprek,naar,062374XXXX,8.10185E-05,Û,0
26/07/15,17:35,Gesprek,naar,062374XXXX,4.62963E-05,Û,0
26/07/15,17:36,Gesprek,naar,062374XXXX,4.62963E-05,Û,0
